Commune,UrbanLevel
Wolfertschwenden,3
Woringen,3
Ungerhauser Wald,3
Asbach-Bäumenheim,3
"Donauwörth, GKSt",2
Fremdingen,3
"Harburg (Schwaben), St",3
"Kaisheim, M",3
Marxheim,3
Mertingen,3
Möttingen,3
"Nördlingen, GKSt",2
Oberndorf a.Lech,3
"Rain, St",2
Tapfheim,3
Maihingen,3
Marktoffingen,3
"Wallerstein, M",2
Auhausen,3
Ehingen a.Ries,3
Hainsfarth,2
Megesheim,3
Munningen,3
"Oettingen i.Bay., St",2
Alerheim,3
Amerdingen,3
Deiningen,3
Ederheim,2
Forheim,3
Hohenaltheim,3
Mönchsdeggingen,3
Reimlingen,3
Wechingen,3
Fünfstetten,3
Huisheim,3
Otting,3
"Wemding, St",3
Wolferstadt,3
Buchdorf,3
Daiting,3
"Monheim, St",3
Rögling,3
Tagmersheim,3
Genderkingen,3
Holzheim,3
Münster,3
Niederschönenfeld,3
Dornstadt-Linkersbaindt,3
Esterholz,3
"Altusried, M",3
Betzigau,3
Blaichach,2
"Buchenberg, M",3
Burgberg i.Allgäu,2
"Dietmannsried, M",3
Durach,2
Haldenwang,3
"Bad Hindelang, M",3
"Immenstadt i.Allgäu, St",2
Lauben,3
Oy-Mittelberg,3
"Oberstaufen, M",3
"Oberstdorf, M",2
Rettenberg,3
"Sonthofen, St",2
"Sulzberg, M",3
Waltenhofen,3
"Wertach, M",3
"Wiggensbach, M",3
Wildpoldsried,3
Balderschwang,3
Bolsterlang,3
Fischen i.Allgäu,3
Obermaiselstein,3
Ofterschwang,3
Missen-Wilhams,3
"Weitnau, M",3
Kempter Wald,3
"Saarbrücken, Landeshauptstadt",1
"Friedrichsthal, Stadt",2
Großrosseln,2
Heusweiler,2
Kleinblittersdorf,2
"Püttlingen, Stadt",2
Quierschied,2
Riegelsberg,2
"Sulzbach/ Saar, Stadt",2
"Völklingen, Stadt",2
Beckingen,2
Losheim am See,3
"Merzig, Kreisstadt",2
Mettlach,3
Perl,2
"Wadern, Stadt",3
Weiskirchen,2
Deutsch-luxemburgisches Hoheitsgebiet,3
Eppelborn,2
Illingen,2
Merchweiler,2
"Neunkirchen, Kreisstadt",2
"Ottweiler, Stadt",2
Schiffweiler,2
Spiesen-Elversberg,2
"Dillingen/ Saar, Stadt",2
"Lebach, Stadt",2
Nalbach,2
Rehlingen-Siersburg,2
"Saarlouis, Kreisstadt",2
Saarwellingen,2
Schmelz,2
Schwalbach,2
Überherrn,2
Wadgassen,2
Wallerfangen,2
Bous,2
Ensdorf,2
"Bexbach, Stadt",2
"Blieskastel, Stadt",3
Gersheim,3
"Homburg, Kreisstadt",2
Kirkel,3
Mandelbachtal,3
"St. Ingbert, Stadt",2
Freisen,3
Marpingen,2
Namborn,2
Nohfelden,3
Nonnweiler,3
Oberthal,2
"St. Wendel, Kreisstadt",2
Tholey,3
"Berlin, Stadt",1
"Brandenburg an der Havel, Stadt",2
"Cottbus/Chóśebuz, Stadt",1
"Frankfurt (Oder), Stadt",1
"Potsdam, Stadt",1
Ahrensfelde,2
"Bernau bei Berlin, Stadt",2
"Eberswalde, Stadt",2
Panketal,2
Schorfheide,3
Wandlitz,3
"Werneuchen, Stadt",3
"Biesenthal, Stadt",3
Breydin,3
Marienwerder,3
Melchow,3
Rüdnitz,3
Sydower Fließ,3
Althüttendorf,3
Friedrichswalde,3
"Joachimsthal, Stadt",3
Ziethen,3
Britz,3
Chorin,3
Hohenfinow,3
Liepe,3
Lunow-Stolzenhagen,3
Niederfinow,3
"Oderberg, Stadt",3
Parsteinsee,3
Bestensee,2
Eichwalde,2
Heidesee,3
Heideblick,3
"Königs Wusterhausen, Stadt",2
"Lübben (Spreewald) / Lubin (Błota), Stadt",2
"Luckau, Stadt",3
Märkische Heide/Markojska Góla,3
"Mittenwalde, Stadt",3
Schönefeld,2
Schulzendorf,2
"Wildau, Stadt",2
Zeuthen,2
Groß Köris,3
Halbe,3
"Märkisch Buchholz, Stadt",3
Münchehofe,3
Schwerin,3
"Teupitz, Stadt",3
Alt Zauche-Wußwerk/Stara Niwa-Wózwjerch,3
Byhleguhre-Byhlen/Beła Góra-Bělin,3
Jamlitz,3
"Lieberose, Stadt",3
Neu Zauche/Nowa Niwa,3
Schwielochsee/Gójacki Jazor,3
Spreewaldheide/Błośańska Góla,3
Straupitz (Spreewald)/Tšupc (Błota),3
Bersteland,3
Drahnsdorf,3
"Golßen, Stadt",3
Kasel-Golzig,3
Krausnick-Groß Wasserburg,3
Rietzneuendorf-Staakow,3
Schlepzig/Słopišća,3
Schönwald,3
Steinreich,3
Unterspreewald,3
"Doberlug-Kirchhain, Stadt",3
"Elsterwerda, Stadt",2
"Finsterwalde, Stadt",2
"Herzberg (Elster), Stadt",2
Röderland,3
"Schönewalde, Stadt",3
"Sonnewalde, Stadt",3
"Bad Liebenwerda, Stadt",3
"Falkenberg/Elster, Stadt",3
"Mühlberg/Elbe, Stadt",3
"Uebigau-Wahrenbrück, Stadt",3
Heideland,3
Rückersdorf,3
Schilda,3
Schönborn,3
Tröbitz,3
Crinitz,3
Lichterfeld-Schacksdorf,3
Massen-Niederlausitz,3
Sallgast,3
Gorden-Staupitz,3
Hohenleipisch,3
Plessa,3
Schraden,3
Fichtwald,3
Hohenbucko,3
Kremitzaue,3
Lebusa,3
"Schlieben, Stadt",3
Gröden,3
Großthiemig,3
Hirschfeld,3
Merzdorf,3
Brieselang,2
Dallgow-Döberitz,2
"Falkensee, Stadt",2
"Ketzin/Havel, Stadt",3
Milower Land,3
"Nauen, Stadt",2
"Premnitz, Stadt",2
"Rathenow, Stadt",2
Schönwalde-Glien,3
Wustermark,2
"Friesack, Stadt",3
Wiesenaue,3
Mühlenberge,3
Paulinenaue,3
Pessin,3
Retzow,3
Kotzen,3
Märkisch Luch,3
Nennhausen,3
Stechow-Ferchesar,3
Gollenberg,3
Großderschau,3
Havelaue,3
Kleßen-Görne,3
"Rhinow, Stadt",3
Seeblick,3
"Altlandsberg, Stadt",2
"Bad Freienwalde (Oder), Stadt",2
Fredersdorf-Vogelsdorf,2
Hoppegarten,2
Letschin,3
"Müncheberg, Stadt",3
Neuenhagen bei Berlin,2
Petershagen/Eggersdorf,2
Rüdersdorf bei Berlin,2
"Seelow, Stadt",3
"Strausberg, Stadt",2
"Wriezen, Stadt",3
Beiersdorf-Freudenberg,3
Falkenberg,3
Heckelberg-Brunow,3
Höhenland,3
Alt Tucheband,3
Bleyen-Genschmar,3
Golzow,3
Küstriner Vorland,3
Zechin,3
"Lebus, Stadt",3
Podelzig,3
Reitwein,3
Treplin,3
Zeschdorf,3
"Buckow (Märkische Schweiz), Stadt",3
Garzau-Garzin,3
Märkische Höhe,3
Oberbarnim,3
Rehfelde,3
Waldsieversdorf,3
Falkenhagen (Mark),3
Fichtenhöhe,3
Gusow-Platkow,3
Lietzen,3
Lindendorf,3
Neuhardenberg,3
Vierlinden,3
Bliesdorf,3
Neulewin,3
Neutrebbin,3
Oderaue,3
Prötzel,3
Reichenow-Möglin,3
Birkenwerder,2
"Fürstenberg/Havel, Stadt",3
Glienicke/Nordbahn,2
"Hennigsdorf, Stadt",2
"Hohen Neuendorf, Stadt",2
"Kremmen, Stadt",3
Leegebruch,2
"Liebenwalde, Stadt",3
Löwenberger Land,3
Mühlenbecker Land,2
Oberkrämer,3
"Oranienburg, Stadt",2
"Velten, Stadt",2
"Zehdenick, Stadt",2
"Gransee, Stadt",3
Großwoltersdorf,3
Schönermark,3
Sonnenberg,3
Stechlin,3
"Calau/Kalawa, Stadt",2
"Großräschen/Rań, Stadt",2
"Lauchhammer, Stadt",2
"Lübbenau/Spreewald / Lubnjow/Błota, Stadt",2
Schipkau,3
"Schwarzheide, Stadt",3
"Senftenberg/Zły Komorow, Stadt",2
"Vetschau/Spreewald / Wětošow/Błota, Stadt",3
Altdöbern,3
Bronkow,3
Luckaitztal,3
Neu-Seeland/Nowa Jazorina,3
Neupetershain/Nowe Wiki,3
Frauendorf,3
Großkmehlen,3
Kroppen,3
Lindenau,3
"Ortrand, Stadt",3
Tettau,3
Grünewald,3
Guteborn,3
Hermsdorf,3
Hohenbocka,3
"Ruhland, Stadt",3
Schwarzbach,3
"Beeskow, Stadt",2
"Eisenhüttenstadt, Stadt",2
"Erkner, Stadt",2
"Friedland, Stadt",3
"Fürstenwalde/Spree, Stadt",2
Grünheide (Mark),3
Rietz-Neuendorf,3
Schöneiche bei Berlin,2
"Storkow (Mark), Stadt",2
Tauche,3
Woltersdorf,2
Brieskow-Finkenheerd,3
Groß Lindow,3
Vogelsang,3
Wiesenau,3
Ziltendorf,3
Lawitz,3
Neißemünde,3
Neuzelle,3
Berkenbrück,3
Briesen (Mark),3
Jacobsdorf,3
Steinhöfel,3
Bad Saarow,3
Diensdorf-Radlow,3
Langewahl,2
Reichenwalde,3
Wendisch Rietz,3
Grunow-Dammendorf,3
Mixdorf,3
"Müllrose, Stadt",3
Ragow-Merz,3
Schlaubetal,3
Siehdichum,3
Gosen-Neu Zittau,3
Rauen,3
Spreenhagen,3
Fehrbellin,3
Heiligengrabe,3
"Kyritz, Stadt",2
"Neuruppin, Stadt",2
"Rheinsberg, Stadt",3
"Wittstock/Dosse, Stadt",2
Wusterhausen/Dosse,3
Herzberg (Mark),3
"Lindow (Mark), Stadt",3
Rüthnick,3
Vielitzsee,3
Breddin,3
Dreetz,3
"Neustadt (Dosse), Stadt",3
Sieversdorf-Hohenofen,3
Stüdenitz-Schönermark,3
Zernitz-Lohm,3
Dabergotz,3
Märkisch Linden,3
Storbeck-Frankendorf,3
Temnitzquell,3
Temnitztal,3
Walsleben,3
"Beelitz, Stadt",3
"Bad Belzig, Stadt",2
Groß Kreutz (Havel),3
Kleinmachnow,2
Kloster Lehnin,3
Michendorf,2
Nuthetal,2
Schwielowsee,2
Seddiner See,3
Stahnsdorf,2
"Teltow, Stadt",2
"Treuenbrietzen, Stadt",3
"Werder (Havel), Stadt",2
Wiesenburg/Mark,3
Beetzsee,2
Beetzseeheide,3
"Havelsee, Stadt",3
Päwesin,3
Roskow,3
Borkheide,3
Borkwalde,3
"Brück, Stadt",3
Golzow,3
Linthe,3
Planebruch,3
Mühlenfließ,3
"Niemegk, Stadt",3
Planetal,3
Rabenstein/Fläming,3
Bensdorf,3
Rosenau,3
Wusterwitz,2
Buckautal,3
Görzke,3
Gräben,3
Wenzlow,3
Wollin,3
"Ziesar, Stadt",3
Groß Pankow (Prignitz),3
Gumtow,3
Karstädt,3
"Perleberg, Stadt",2
Plattenburg,3
"Pritzwalk, Stadt",2
"Wittenberge, Stadt",2
"Bad Wilsnack, Stadt",3
Breese,3
Legde/Quitzöbel,3
Rühstädt,3
Weisen,3
Cumlosen,3
Lanz,3
"Lenzen (Elbe), Stadt",3
Lenzerwische,3
Gerdshagen,3
Halenbeck-Rohlsdorf,3
Kümmernitztal,3
Marienfließ,3
"Meyenburg, Stadt",3
Berge,3
Gülitz-Reetz,3
Pirow,3
"Putlitz, Stadt",3
Triglitz,3
"Drebkau/Drjowk, Stadt",3
"Forst (Lausitz)/Baršć (Łužyca), Stadt",2
"Guben, Stadt",2
Kolkwitz/Gołkojce,3
Neuhausen/Spree / Kopańce/Sprjewja,3
Schenkendöbern/Derbno,3
"Spremberg/Grodk, Stadt",2
"Welzow/Wjelcej, Stadt",3
Briesen/Brjazyna,3
Burg (Spreewald)/Bórkowy (Błota),3
Dissen-Striesow/Dešno-Strjažow,3
Guhrow/Góry,3
Schmogrow-Fehrow/Smogorjow-Prjawoz,3
Werben/Wjerbno,3
"Döbern/Derbno, Stadt",3
Felixsee/Feliksowy Jazor,3
Groß Schacksdorf-Simmersdorf,3
Jämlitz-Klein Düben,3
Neiße-Malxetal/Dolina Nysa-Małksa,3
Tschernitz/Cersk,3
Wiesengrund/Łukojce,3
Drachhausen/Hochoza,3
Drehnow/Drjenow,3
Heinersbrück/Móst,3
Jänschwalde/Janšojce,3
"Peitz/Picnjo, Stadt",3
Tauer/Turjej,3
Teichland/Gatojce,3
Turnow-Preilack/Turnow-Pśiłuk,3
Am Mellensee,3
"Baruth/Mark, Stadt",3
Blankenfelde-Mahlow,2
Großbeeren,2
"Jüterbog, Stadt",2
"Luckenwalde, Stadt",2
"Ludwigsfelde, Stadt",2
Niedergörsdorf,3
Nuthe-Urstromtal,3
Rangsdorf,2
"Trebbin, Stadt",3
"Zossen, Stadt",3
"Dahme/Mark, Stadt",3
Dahmetal,3
Ihlow,3
Niederer Fläming,3
"Angermünde, Stadt",2
Boitzenburger Land,3
"Lychen, Stadt",3
Nordwestuckermark,3
"Prenzlau, Stadt",2
"Templin, Stadt",2
Uckerland,3
Pinnow,3
"Schwedt/Oder, Stadt",2
"Brüssow, Stadt",3
Carmzow-Wallmow,3
Göritz,3
Schenkenberg,3
Schönfeld,3
Casekow,3
"Gartz (Oder), Stadt",3
Hohenselchow-Groß Pinnow,3
Mescherin,3
Tantow,3
Flieth-Stegelitz,3
Gerswalde,3
Milmersdorf,3
Mittenwalde,3
Temmen-Ringenwalde,3
Gramzow,3
Grünow,3
Oberuckersee,3
Randowtal,3
Uckerfelde,3
Zichow,3
Küstengewässer einschl. Anteil am Festlandsockel,3
"Rostock, Hanse- und Universitätsstadt",1
"Schwerin, Landeshauptstadt",1
"Dargun, Stadt",3
"Demmin, Hansestadt",2
Feldberger Seenlandschaft,3
"Neubrandenburg, Vier-Tore-Stadt",2
"Neustrelitz, Residenzstadt",2
"Waren (Müritz), Stadt",2
Beggerow,3
Borrentin,3
Hohenbollentin,3
Hohenmocker,3
Kentzlin,3
Kletzin,3
Lindenberg,3
Meesiger,3
Nossendorf,3
Sarow,3
Schönfeld,3
Siedenbrünzow,3
Sommersdorf,3
Utzedel,3
Verchen,3
Warrenzin,3
Datzetal,3
"Friedland, Stadt",3
Galenbeck,3
Basedow,3
Faulenrost,3
Gielow,3
"Kummerow, Seegemeinde",3
"Malchin, Stadt",2
"Neukalen, Peenestadt",3
Alt Schwerin,3
Fünfseen,3
Göhren-Lebbin,3
"Malchow, Inselstadt",3
Nossentiner Hütte,3
Silz,3
Walow,3
Zislow,3
"Mirow, Stadt",3
Priepert,3
"Wesenberg, Stadt",3
Wustrow,3
Blankensee,3
Blumenholz,3
Carpin,3
Godendorf,3
Grünow,3
Hohenzieritz,3
Klein Vielen,3
Kratzeburg,3
Möllenbeck,3
Userin,3
Wokuhl-Dabelow,3
Beseritz,3
Blankenhof,3
Brunn,3
Neddemin,3
Neuenkirchen,3
Neverin,3
Sponholz,3
Staven,3
Trollenhagen,3
Woggersin,3
Wulkenzin,3
Zirzow,3
"Ankershagen, Schliemanngemeinde",3
Möllenhagen,3
"Penzlin, Stadt",3
Kuckssee,3
Altenhof,3
Bollewick,3
Buchholz,3
Bütow,3
Fincken,3
Gotthun,3
Groß Kelle,3
Kieve,3
Lärz,3
Leizen,3
Melz,3
Priborn,3
Rechlin,3
"Röbel/Müritz, Stadt",3
Schwarz,3
Sietow,3
Stuer,3
Eldetal,3
Südmüritz,3
Grabowhöfe,3
Groß Plasten,3
Hohen Wangelin,3
Jabel,3
Kargow,3
Klink,3
Klocksin,3
Moltzow,3
Torgelow am See,3
Vollrathsruhe,3
Peenehagen,3
Schloen-Dratow,3
"Burg Stargard, Stadt",3
Cölpin,3
Groß Nemerow,3
Holldorf,3
Lindetal,3
Pragsdorf,3
Bredenfelde,3
Briggow,3
Grammentin,3
Gülzow,3
Ivenack,3
Jürgenstorf,3
Kittendorf,3
Knorrendorf,3
Mölln,3
Ritzerow,3
Rosenow,3
"Stavenhagen, Reuterstadt, Stadt",3
Zettemin,3
Altenhagen,3
"Altentreptow, Stadt",3
Bartow,3
Breesen,3
Burow,3
Gnevkow,3
Golchen,3
Grapzow,3
Grischow,3
Groß Teetzleben,3
Gültz,3
Kriesow,3
Pripsleben,3
Röckwitz,3
Siedenbollentin,3
Tützpatz,3
Werder,3
Wildberg,3
Wolde,3
Groß Miltzow,3
Kublank,3
Neetzka,3
Schönbeck,3
Schönhausen,3
Voigtsdorf,3
"Woldegk, Windmühlenstadt",3
"Bad Doberan, Stadt",2
Dummerstorf,3
"Graal-Müritz, Ostseeheilbad",3
"Güstrow, Barlachstadt",2
"Kröpelin, Stadt",3
"Kühlungsborn, Ostseebad, Stadt",2
"Neubukow, Schliemannstadt",3
Sanitz,3
Satow,3
"Teterow, Bergringstadt",2
Admannshagen-Bargeshagen,3
Bartenshagen-Parkentin,3
"Börgerende-Rethwisch, Ostseebad",3
Hohenfelde,3
"Nienhagen, Ostseebad",3
Reddelich,3
Retschow,3
Steffenshagen,3
Wittenbeck,3
Baumgarten,3
Bernitt,3
"Bützow, Stadt",2
Dreetz,3
Jürgenshagen,3
Klein Belitz,3
Penzin,3
Rühn,3
Steinhagen,3
Tarnow,3
Warnow,3
Zepelin,3
Broderstorf,3
Poppendorf,3
Roggentin,2
Thulendorf,3
Altkalen,3
Behren-Lübchin,3
Finkenthal,3
"Gnoien, Warbelstadt",3
Walkendorf,3
Glasewitz,3
Groß Schwiesow,3
Gülzow-Prüzen,3
Gutow,3
Klein Upahl,3
Kuhs,3
Lohmen,3
Lüssow,3
Mistorf,3
Mühl Rosin,3
Plaaz,3
Reimershagen,3
Sarmstorf,3
Zehna,3
Dobbin-Linstow,3
Hoppenrade,3
"Krakow am See, Stadt",3
Kuchelmiß,3
Lalendorf,3
Dolgen am See,3
Hohen Sprenz,3
"Laage, Stadt",3
Wardow,3
Alt Sührkow,3
Dahmen,3
Dalkendorf,3
Groß Roge,3
Groß Wokern,3
Groß Wüstenfelde,3
Hohen Demzin,3
Jördenstorf,3
Lelkendorf,3
Prebberede,3
Schorssow,3
Schwasdorf,3
Sukow-Levitzow,3
Thürkow,3
Warnkenhagen,3
Alt Bukow,3
Am Salzhaff,3
Bastorf,3
Biendorf,3
Carinerland,3
"Rerik, Ostseebad, Stadt",3
Bentwisch,2
Blankenhagen,3
Gelbensande,3
Mönchhagen,3
Rövershagen,3
Benitz,3
Bröbberow,3
Kassow,3
Rukieten,3
"Schwaan, Stadt",3
Vorbeck,3
Wiendorf,3
Cammin,3
Gnewitz,3
Grammow,3
Nustrow,3
Selpin,3
Stubbendorf,3
"Tessin, Blumenstadt",3
Thelkow,3
Zarnewanz,3
Elmenhorst/Lichtenhagen,2
Kritzmow,2
Lambrechtshagen,2
Papendorf,3
Pölchow,3
Stäbelow,3
Ziesendorf,3
"Binz, Ostseebad",3
"Grimmen, Stadt",2
"Marlow, Stadt",3
"Putbus, Stadt",3
"Sassnitz, Stadt",2
"Stralsund, Hansestadt",2
Süderholz,3
"Zingst, Ostseeheilbad",3
Altenpleen,3
Groß Mohrdorf,3
Klausdorf,3
Kramerhof,2
Preetz,3
Prohn,3
"Barth, Stadt",2
Divitz-Spoldershagen,3
Fuhlendorf,3
Karnin,3
Kenz-Küstrow,3
Löbnitz,3
Lüdershagen,3
Pruchten,3
Saal,3
Trinwillershagen,3
"Bergen auf Rügen, Stadt",2
Buschvitz,3
"Garz/Rügen, Stadt",3
Gustow,3
Lietzow,3
Parchtitz,3
Patzig,3
Poseritz,3
Ralswiek,3
Rappin,3
Sehlen,3
"Ahrenshoop, Ostseebad",3
"Born a. Darß, Seebad",3
"Dierhagen, Ostseebad",3
"Prerow, Ostseebad",3
Wieck a. Darß,3
"Wustrow, Ostseebad",3
"Franzburg, Stadt",3
Glewitz,3
Gremersdorf-Buchholz,3
Millienhagen-Oebelitz,3
Papenhagen,3
"Richtenberg, Stadt",3
Splietsdorf,3
Velgast,3
Weitenhagen,3
Wendisch Baggendorf,3
Elmenhorst,3
Sundhagen,3
Wittenhagen,3
"Baabe, Ostseebad",3
"Göhren, Ostseebad",3
Lancken-Granitz,3
"Sellin, Ostseebad",3
Zirkow,3
"Mönchgut, Ostseebad",3
Groß Kordshagen,3
Jakobsdorf,3
Lüssow,3
Niepars,3
Pantelitz,3
Steinhagen,3
Wendorf,3
Zarrendorf,3
Altenkirchen,3
Breege,3
Dranske,3
"Glowe, Ostseebad",3
Lohme,3
Putgarten,3
Sagard,3
Wiek,3
"Bad Sülze, Stadt",3
Dettmannsdorf,3
Deyelsdorf,3
Drechow,3
Eixen,3
Grammendorf,3
Gransebieth,3
Hugoldsdorf,3
Lindholz,3
"Tribsees, Stadt",3
Ahrenshagen-Daskow,3
"Ribnitz-Damgarten, Bernsteinstadt",2
Schlemmin,3
Semlow,3
Altefähr,3
Dreschvitz,3
Gingst,3
"Insel Hiddensee, Seebad",3
Kluis,3
Neuenkirchen,3
Rambin,3
Samtens,3
Schaprode,3
Trent,3
Ummanz,3
"Grevesmühlen, Stadt",2
"Insel Poel, Ostseebad",3
"Wismar, Hansestadt",2
Bad Kleinen,3
Barnekow,3
Bobitz,3
Dorf Mecklenburg,3
Groß Stieten,3
Hohen Viecheln,3
Lübow,3
Metelsdorf,3
Ventschow,3
Dragun,3
"Gadebusch, Stadt",3
Kneese,3
Krembz,3
Mühlen Eichsen,3
Roggendorf,3
Rögnitz,3
Veelböken,3
Bernstorf,3
Gägelow,2
Roggenstorf,3
Rüting,3
Testorf-Steinfort,3
Upahl,3
Warnow,3
Stepenitztal,3
"Boltenhagen, Ostseebad",3
Damshagen,3
Hohenkirchen,3
Kalkhorst,3
"Klütz, Stadt",3
Zierow,3
Alt Meteln,3
Brüsewitz,3
Cramonshagen,3
Dalberg-Wendelstorf,3
Gottesgabe,3
Grambow,3
Klein Trebbow,3
Lübstorf,3
Lützow,3
Perlin,3
Pingelshagen,3
Pokrent,3
Schildetal,3
Seehof,3
Zickhusen,3
Benz,3
Blowatz,3
Boiensdorf,3
Hornstorf,3
Krusenhagen,3
Neuburg,3
Bibow,3
Glasin,3
Jesendorf,3
Lübberstorf,3
"Neukloster, Stadt",3
Passee,3
"Warin, Stadt",3
Zurow,3
Züsow,3
Carlow,3
Dechow,3
Groß Molzahn,3
Holdorf,3
Königsfeld,3
"Rehna, Stadt",3
Rieps,3
Schlagsdorf,3
Thandorf,3
Utecht,3
Wedendorfersee,3
"Dassow, Stadt",3
Grieben,3
Lüdersdorf,2
Menzendorf,3
Roduchelstorf,3
"Schönberg, Stadt",3
Selmsdorf,3
Siemz-Niendorf,3
"Anklam, Hansestadt",2
"Greifswald, Universitäts- und Hansestadt",2
"Heringsdorf, Ostseebad",3
"Pasewalk, Stadt",2
"Strasburg (Uckermark), Stadt",3
"Ueckermünde, Seebad , Stadt",2
Buggenhagen,3
Krummin,3
"Lassan, Stadt",3
Lütow,3
Sauzin,3
"Wolgast, Stadt",2
Zemitz,3
Ahlbeck,3
"Altwarp, Fischerdorf",3
"Eggesin, Stadt",3
Grambin,2
Hintersee,3
Leopoldshagen,3
Liepgarten,2
Lübs,3
Luckow,3
Meiersberg,3
Mönkebude,3
Vogelsang-Warsin,3
Bargischow,3
Blesewitz,3
Boldekow,3
Bugewitz,3
Butzow,3
Ducherow,3
Iven,3
Krien,3
Krusenfelde,3
Medow,3
Neu Kosenow,3
Neuenkirchen,3
Postlow,3
Rossin,3
Sarnow,3
Spantekow,3
Stolpe an der Peene,3
Neetzow-Liepen,3
Alt Tellin,3
Bentzin,3
Daberkow,3
"Jarmen, Stadt",3
Kruckow,3
Tutow,3
Völschow,3
Behrenhoff,3
Dargelin,3
Dersekow,3
Hinrichshagen,3
Levenhagen,3
Mesekenhagen,3
Neuenkirchen,3
Wackerow,3
Weitenhagen,3
Bergholz,3
Blankensee,3
Boock,3
Glasow,3
Grambow,3
Krackow,3
Löcknitz,3
Nadrensee,3
"Penkun, Stadt",3
Plöwen,3
Ramin,3
Rossow,3
Rothenklempenow,3
Brünzow,3
Hanshagen,3
Katzow,3
Kemnitz,3
Kröslin,3
Loissin,3
"Lubmin, Seebad",3
Neu Boltenhagen,3
Rubenow,3
Wusterhusen,3
Görmin,3
"Loitz, Stadt",3
Sassen-Trantow,3
Altwigshagen,3
Ferdinandshof,3
Hammer a.d. Uecker,3
Heinrichswalde,3
Rothemühl,3
"Torgelow, Stadt",2
Wilhelmsburg,3
Brietzig,3
Fahrenwalde,3
Groß Luckow,3
Jatznick,3
Koblentz,3
Krugsdorf,3
Nieden,3
Papendorf,3
Polzow,3
Rollwitz,3
Schönwalde,3
Viereck,3
Zerrenthin,3
"Karlshagen, Ostseebad",3
Mölschow,3
Peenemünde,3
"Trassenheide, Ostseebad",3
"Zinnowitz, Ostseebad",3
Benz,3
Dargen,3
Garz,3
Kamminke,3
Korswandt,3
"Koserow, Ostseebad",3
"Loddin, Seebad",3
Mellenthin,3
Pudagla,3
Rankwitz,3
Stolpe auf Usedom,3
"Ückeritz, Seebad",3
"Usedom, Stadt",3
"Zempin, Seebad",3
Zirchow,3
Bandelin,3
Gribow,3
Groß Kiesow,3
Groß Polzin,3
"Gützkow, Stadt",3
Klein Bünzow,3
Murchin,3
Rubkow,3
Schmatzin,3
Wrangelsburg,3
Ziethen,3
Züssow,3
Karlsburg,3
"Boizenburg/ Elbe, Stadt",2
"Hagenow, Stadt",2
"Lübtheen, Stadt",3
"Ludwigslust, Stadt",2
"Parchim, Stadt",2
Bengerstorf,3
Besitz,3
Brahlstorf,3
Dersenow,3
Gresse,3
Greven,3
Neu Gülze,3
Nostorf,3
Schwanheide,3
Teldau,3
Tessin b. Boizenburg,3
"Dömitz, Stadt",3
Grebs-Niendorf,3
Karenz,3
Malk Göhren,3
Malliß,3
Neu Kaliß,3
Vielank,3
Gallin-Kuppentin,3
Granzin,3
Kreien,3
Kritzow,3
"Lübz, Stadt",3
Passow,3
Siggelkow,3
Werder,3
Gehlsbach,3
Ruhner Berge,3
Dobbertin,3
"Goldberg, Stadt",3
Mestlin,3
Neu Poserin,3
Techentin,3
Balow,3
Brunow,3
Dambeck,3
Eldena,3
Gorlosen,3
"Grabow, Stadt",3
Karstädt,3
Kremmin,3
Milow,3
Möllenbeck,3
Muchow,3
Prislich,3
Zierzow,3
Alt Zachun,3
Bandenitz,3
Belsch,3
Bobzin,3
Bresegard bei Picher,3
Gammelin,3
Groß Krams,3
Hoort,3
Hülseburg,3
Kirch Jesar,3
Kuhstorf,3
Moraas,3
Pätow-Steegen,3
Picher,3
Pritzier,3
Redefin,3
Strohkirchen,3
Warlitz,3
Toddin,3
Alt Krenzlin,3
Bresegard bei Eldena,3
Göhlen,3
Groß Laasch,3
Lübesse,3
Lüblow,3
Rastow,3
Sülstorf,3
Uelitz,3
Warlow,3
Wöbbelin,3
Blievenstorf,3
Brenz,3
"Neustadt-Glewe, Stadt",2
Domsühl,3
Groß Godems,3
Karrenzin,3
Lewitzrand,3
Rom,3
Spornitz,3
Stolpe,3
Ziegendorf,3
Zölkow,3
Obere Warnow,3
Barkhagen,3
"Plau am See, Stadt",3
Ganzlin,3
Blankenberg,3
Borkow,3
"Brüel, Stadt",3
Dabel,3
Hohen Pritz,3
Kobrow,3
Kuhlen-Wendorf,3
Mustin,3
"Sternberg, Stadt",3
Weitendorf,3
Witzin,3
Kloster Tempzin,3
Dümmer,3
Holthusen,3
Klein Rogahn,3
Pampow,3
Schossin,3
Stralendorf,3
Warsow,3
Wittenförden,2
Zülow,3
"Wittenburg, Stadt",3
Wittendörp,3
Gallin,3
Kogel,3
Lüttow-Valluhn,3
Vellahn,3
"Zarrentin am Schaalsee, Stadt",3
Banzkow,3
Barnin,3
Bülow,3
Cambs,3
"Crivitz, Stadt",3
Demen,3
Dobin am See,3
Friedrichsruhe,3
Gneven,3
Langen Brütz,3
Leezen,3
Pinnow,3
Plate,3
Raben Steinfeld,2
Sukow,3
Tramm,3
Zapel,3
"Chemnitz, Stadt",1
Amtsberg,2
"Annaberg-Buchholz, Stadt",2
"Aue-Bad Schlema, Stadt",2
Breitenbrunn/Erzgeb.,3
Crottendorf,3
Drebach,3
